json,主導企業名稱,計劃名稱,企業網址,計畫起訖時間,計畫總經費,計畫補助款,計畫自籌款,link
outputs/2338.json,長庚醫療財團法人桃園長庚紀念醫院,"【智慧健康生活互動頻道 】”Health on Living Demand”-HOLD Channel",http://www.cgmh.org.tw/,"98年11月1日 至 100年10月31日","34,660 仟元","13,932 仟元","20,728 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2338
outputs/2340.json,盛弘醫藥股份有限公司,出院病患之智能化創新照護服務建置計畫,http://www.share-hope.com/about.html,"98年7月1日 至 100年6月30日","32,000 仟元","11,520 仟元","20,480 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2340
outputs/2363.json,泰豐輪胎股份有限公司,輪胎產業技術服務體系建置計畫,http://www.federaltire.com,"99年4月1日 至 101年3月31日","43,000 仟元","15,950 仟元","27,050 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2363
outputs/2370.json,天瀚科技股份有限公司,"story-book incolor服務平台及裝置計畫",http://www.aiptek.com.tw,"99年4月1日 至 101年3月31日","49,000 仟元","21,560 仟元","27,440 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2370
outputs/2374.json,台灣大車隊股份有限公司,計程車智慧便捷創新服務計畫,http://www.taiwantaxi.com.tw/taiwantaxi/,"99年6月1日 至 101年5月31日","49,500 仟元","11,550 仟元","37,950 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2374
outputs/2385.json,中興電工機械股份有限公司,空調主機之客戶售後節電與保修服務平台研發計畫,http://www.chem.com.tw,"99年7月1日 至 101年6月30日","41,500 仟元","15,400 仟元","26,100 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2385
outputs/2496.json,光寶科技股份有限公司,結合CSR資訊系統提昇競爭力,http://www.liteon.com,"99年10月1日 至 101年9月30日","45,500 仟元","10,500 仟元","35,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2496
outputs/2498.json,鬍鬚張股份有限公司,"中式速食之冷藏鏈(Cool Chain)系統建置計畫",http://www.fmsc.com.tw,"99年7月1日 至 101年6月30日","34,500 仟元","11,000 仟元","23,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2498
outputs/2500.json,晉泰科技股份有限公司,裝置創新應用與平台服務先期研究計畫,http://www.genesis.com.tw,"99年4月1日 至 99年9月30日","8,800 仟元","2,530 仟元","6,270 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2500
outputs/2506.json,中華電信股份有限公司,"飛揚桃園-智慧居家生活Easy Go！",http://www.cht.com.tw,"99年10月1日 至 100年3月31日","19,610 仟元","4,000 仟元","15,610 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2506
outputs/2508.json,資拓科技股份有限公司,內湖科技園區創新服務示範計畫,http://www.infoexplorer.com.tw,"99年10月1日 至 100年3月31日","12,500 仟元","4,000 仟元","8,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2508
outputs/2529.json,信統電機股份有限公司,智慧組件統包與設計服務計畫,http://www.solen.com.tw,"100年1月1日 至 101年12月31日","38,000 仟元","12,500 仟元","25,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2529
outputs/2556.json,年興紡織股份有限公司,流行牛仔服飾創新製造服務計畫,http://www.nhjeans.com,"100年4月1日 至 102年3月31日","56,000 仟元","18,500 仟元","37,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2556
outputs/2560.json,盟鑫工業股份有限公司,防災綠色工程之整合應用服務計畫,http://www.gold-joint.com,"100年8月1日 至 102年7月31日","50,000 仟元","20,000 仟元","30,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2560
outputs/2562.json,良福保全股份有限公司,打造新竹湳雅智慧安全城-U-Bobi網路保全系統,http://www.網路保全.tw,"100年8月1日 至 101年1月31日","12,500 仟元","4,000 仟元","8,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2562
outputs/2573.json,秀傳醫療社團法人秀傳紀念醫院,"彰濱智慧健康悠活園區(i-Health Park)計畫",http://www.show.org.tw/,"99年11月1日 至 100年4月30日","9,950 仟元","3,000 仟元","6,950 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2573
outputs/2579.json,秀傳醫療社團法人秀傳紀念醫院,秀傳醫療體系區域居家健康管理服務模式計畫,http://www.scmh.org.tw/,"100年1月1日 至 101年6月30日","22,500 仟元","7,000 仟元","15,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2579
outputs/2581.json,壢新醫院,寶貝銀髮創新整合服務平台計畫,http://www.landseedhospital.com.tw,"100年1月1日 至 101年6月30日","21,000 仟元","7,000 仟元","14,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2581
outputs/2583.json,財團法人台灣基督長老教會雙連教會附設台北縣私立雙連安養中心,老人福利服務照顧產業－社區式多層級連續性的安養服務事業營運模式計畫,http://www.sleh.org.tw/,"100年1月1日 至 101年6月30日","32,000 仟元","12,500 仟元","19,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2583
outputs/2585.json,行政院國軍退除役官兵輔導委員會臺中榮民總醫院,無縫接軌式社區居家日照服務計畫,http://www.vghtc.gov.tw/,"100年1月1日 至 101年7月31日","30,000 仟元","11,500 仟元","18,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2585
outputs/2692.json,成霖企業股份有限公司,線上衛浴零售經營代理人創新服務計畫,http://www.globeunion.com,"100年7月1日 至 102年6月30日","51,000 仟元","18,500 仟元","32,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2692
outputs/2694.json,台北港貨櫃碼頭股份有限公司,台北港無線感知高效率貨櫃作業智慧園區示範應用計畫,http://www.tpct.com.tw/,"97年8月1日 至 99年2月28日","78,125 仟元","25,000 仟元","53,125 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2694
outputs/2701.json,資拓宏宇國際股份有限公司,健康心生活計畫,http://www.iisigroup.com/,"100年5月1日 至 100年10月31日","9,000 仟元","3,000 仟元","6,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2701
outputs/2723.json,佰龍機械廠股份有限公司,佰龍機械電腦橫編機裝置服務計畫,http://www.pailung.com.tw,"101年1月1日 至 102年12月31日","44,000 仟元","17,600 仟元","26,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2723
outputs/2727.json,遠東新世紀股份有限公司,遠東一條龍革新全資訊領航服務計畫,http://www.fenc.com/,"101年1月1日 至 102年12月31日","49,000 仟元","14,700 仟元","34,300 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2727
outputs/2792.json,資通電腦股份有限公司,財務金融雲端服務計畫,http://www.ares.com.tw/,"101年4月1日 至 101年9月30日","6,250 仟元","3,000 仟元","3,250 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2792
outputs/2794.json,神通資訊科技股份有限公司,個人化智慧學習教育雲創新計畫,http://www.mitac.com.tw/,"100年9月1日 至 101年5月31日","15,300 仟元","4,990 仟元","10,310 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2794
outputs/2796.json,神通資訊科技股份有限公司,杏雲計畫-雲端醫療門診資訊系統創新服務計畫,http://www.mitac.com.tw,"100年10月1日 至 101年5月31日","14,000 仟元","4,600 仟元","9,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2796
outputs/2798.json,精誠資訊股份有限公司,"ez 台中567(玩樂趣)",http://www.systex.com.tw,"100年7月1日 至 100年12月31日","11,900 仟元","3,570 仟元","8,330 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2798
outputs/2805.json,國眾電腦股份有限公司,教育雲整合服務研發計畫,http://www.leosys.com/,"100年12月1日 至 102年5月31日","70,000 仟元","27,000 仟元","43,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2805
outputs/2807.json,資通電腦股份有限公司,整合式網路媒體行銷調研服務平台,http://www.ares.com.tw,"101年1月1日 至 102年6月30日","30,000 仟元","10,000 仟元","20,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2807
outputs/2809.json,娜路彎大酒店股份有限公司,GO台東-永續的綠智慧觀光小鎮計畫,http://www.naruwan-hotel.com.tw/,"100年5月1日 至 100年10月31日","10,568 仟元","4,000 仟元","6,568 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2809
outputs/2819.json,翔生資訊股份有限公司,知識導引醫療雲端服務計畫,http://www.sit.com.tw/,"101年5月1日 至 101年10月31日","10,070 仟元","4,500 仟元","5,570 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2819
outputs/2821.json,竹山秀傳醫院,健康南投智慧小鎮,http://www.csshow.org.tw/,"101年1月1日 至 101年6月30日","8,800 仟元","3,400 仟元","5,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2821
outputs/2832.json,城邦文化事業股份有限公司,"內容服務業者以整合現有流程及結合裝置特性產生Smart Apps之新媒體服務創新",http://www.cite.com.tw/,"101年7月1日 至 102年12月31日","60,000 仟元","20,000 仟元","40,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2832
outputs/2843.json,新鎧科技股份有限公司,新鎧智慧裝置創新服務應用計畫,http://www.krctech.com.tw,"101年7月1日 至 101年12月31日","6,000 仟元","2,500 仟元","3,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=2843
outputs/432.json,寶成工業股份有限公司,寶成工業多品牌協同式產品開發資訊系統,,"92年7月1日 至 94年6月30日","98,773 仟元","28,000 仟元","70,773 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=432
outputs/433.json,建華商業銀行股份有限公司,投資管理帳戶系統-MMA個人智慧型理財系統,,"90年1月4日 至 91年12月31日","53,600 仟元","11,888 仟元","41,712 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=433
outputs/434.json,公準精密工業股份公司,建構台灣超精密設備電子技術鍊與供應鍊計畫,,"90年7月1日 至 92年6月30日","37,500 仟元","11,888 仟元","25,612 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=434
outputs/435.json,南緯實業股份有限公司,紡織產銷運籌資訊系統開發計畫,,"90年6月1日 至 92年5月31日","42,206 仟元","12,662 仟元","29,544 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=435
outputs/436.json,永豐紙業股份有限公司,印刷業數位運籌服務之示範應用計畫,,"90年8月1日 至 91年12月31日","59,332 仟元","19,500 仟元","39,832 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=436
outputs/437.json,麗緻國際股份有限公司,顧客動態管理系統,,"90年8月1日 至 91年7月31日","14,000 仟元","4,500 仟元","9,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=437
outputs/438.json,研華股份有限公司,研華全球顧客關係管理系統,,"90年8月1日 至 92年7月31日","59,050 仟元","18,000 仟元","41,050 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=438
outputs/439.json,佳和實業股份有限公司,佳和實業上下游體系e-Marketing計畫,,"90年10月1日 至 92年9月30日","32,073 仟元","9,096 仟元","22,977 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=439
outputs/440.json,網業家科技行銷股份有限公司,紡織產業數位整合應用示範暨紡織庫存品數位行銷,,"90年10月1日 至 91年9月30日","10,828 仟元","3,248 仟元","7,580 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=440
outputs/441.json,燦坤實業股份有限公司,互動通路會員關係管理與行銷資訊系統,,"91年1月1日 至 92年11月30日","52,395 仟元","11,880 仟元","40,515 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=441
outputs/442.json,裕隆汽車製造股份有限公司,全方位行的服務CRM系統,,"90年10月1日 至 92年9月30日","58,000 仟元","15,046 仟元","42,954 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=442
outputs/443.json,芳鄰公寓大廈管理維護股份有限公司,數位社區服務系統開發計畫,,"90年10月1日 至 92年1月31日","21,916 仟元","5,183 仟元","16,733 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=443
outputs/444.json,世平興業股份有限公司,"Intelligent Inventory Pipeline",,"90年10月1日 至 93年3月31日","33,278 仟元","10,683 仟元","22,595 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=444
outputs/445.json,佰龍機械廠股份有限公司,客製化設計接單系統(CDOS),,"91年7月1日 至 93年12月31日","36,108 仟元","11,066 仟元","25,042 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=445
outputs/446.json,元富證券股份有限公司,企業智慧導向客戶關係管理系統（規劃案）,,"90年11月1日 至 91年1月31日","6,161 仟元","1,453 仟元","4,708 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=446
outputs/447.json,大買家科技股份有限公司,(DiD)數位化整合設計應用平台,,"90年10月1日 至 92年9月30日","46,899 仟元","10,000 仟元","36,899 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=447
outputs/448.json,友信國際股份有限公司,扣件業體系產銷儲運整合應用計畫,,"91年4月1日 至 93年2月29日","36,013 仟元","8,331 仟元","27,682 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=448
outputs/449.json,力山工業股份有限公司,策略夥伴協同合作系統,,"91年7月1日 至 93年6月30日","42,110 仟元","11,000 仟元","31,110 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=449
outputs/450.json,雄獅旅行社股份有限公司,旅遊產業協同運籌體系之電子化系統,,"91年7月1日 至 93年12月31日","38,890 仟元","9,815 仟元","29,075 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=450
outputs/451.json,西基電腦動畫股份有限公司,3D數位內容合作開發系統,,"91年9月1日 至 93年2月29日","34,346 仟元","10,000 仟元","24,346 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=451
outputs/452.json,明基電通股份有限公司,星動計畫,,"91年9月1日 至 93年8月31日","200,755 仟元","50,000 仟元","150,755 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=452
outputs/453.json,宏遠興業股份有限公司,宏遠紡織協同設計示範性資訊應用系統開發計畫,,"91年9月1日 至 93年8月31日","56,722 仟元","16,000 仟元","40,722 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=453
outputs/454.json,匯豐汽車股份有限公司,"匯豐汽車e-Mentor System－業代的良師益友",,"91年10月1日 至 93年9月30日","60,000 仟元","15,600 仟元","44,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=454
outputs/455.json,台灣工業銀行股份有限公司,徵授信電子化系統,,"89年2月1日 至 90年7月31日","23,831 仟元","7,106 仟元","16,725 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=455
outputs/456.json,興農股份有限公司,農業資訊服務整合系統計畫,,"89年2月1日 至 90年7月31日","15,680 仟元","4,085 仟元","11,595 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=456
outputs/457.json,第三波資訊股份有限公司,資訊商用軟體自動答詢系統,,"90年6月1日 至 90年12月31日","5,624 仟元","1,757 仟元","3,867 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=457
outputs/458.json,關貿網路股份有限公司,貿易作業電子化系統,,"88年4月1日 至 89年12月31日","61,062 仟元","16,000 仟元","45,062 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=458
outputs/459.json,華邦電子股份有限公司,華邦企業整體資訊及決策系統計畫,,"88年3月31日 至 90年3月31日","121,298 仟元","30,000 仟元","91,298 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=459
outputs/460.json,西基電腦動畫股份有限公司,DGA虛擬動畫影片開發計畫,,"88年4月1日 至 89年6月30日","60,198 仟元","12,000 仟元","48,198 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=460
outputs/461.json,太極影音科技股份有限公司,電影專業影音科技資訊應用系統計畫,,"88年4月1日 至 89年12月31日","104,659 仟元","35,000 仟元","69,659 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=461
outputs/462.json,中華汽車工業股份有限公司,生產序列排程最佳化計畫,,"88年5月1日 至 89年12月31日","58,950 仟元","20,175 仟元","38,775 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=462
outputs/463.json,六和機械股份有限公司,新世代汽車零組件CSRP客戶同資源規劃系統,,"88年6月1日 至 90年5月31日","68,158 仟元","14,648 仟元","53,510 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=463
outputs/464.json,正新橡膠工業股份有限公司,正新輪胎超媒體行銷系統計畫,,"88年5月1日 至 89年10月31日","27,500 仟元","8,000 仟元","19,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=464
outputs/465.json,寶來證券綜合股份有限公司,加值資訊投資理財系統(FOD)計畫,,"88年5月1日 至 89年4月30日","54,328 仟元","17,836 仟元","36,492 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=465
outputs/466.json,鼎新電腦股份有限公司,企業知識庫策略資訊系統計畫,,"88年5月1日 至 89年6月30日","34,798 仟元","8,000 仟元","26,798 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=466
outputs/467.json,台灣新光保全股份有限公司,保全業無線數據傳輸資訊系統計畫,,"88年6月1日 至 89年8月31日","17,600 仟元","4,285 仟元","13,315 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=467
outputs/468.json,凌群電腦股份有限公司,系統整合業企業資源管理系統計畫,,"88年8月1日 至 90年3月31日","32,000 仟元","6,000 仟元","26,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=468
outputs/469.json,華僑商業銀行股份有限公司,數位化外匯作業中心計畫,,"88年8月1日 至 89年12月31日","53,000 仟元","9,542 仟元","43,458 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=469
outputs/470.json,東元電機股份有限公司,市場導向電子商務前檯開發計畫,,"88年8月1日 至 89年12月31日","40,000 仟元","7,528 仟元","32,472 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=470
outputs/471.json,中國電器股份有限公司,照明業電子商務整合系統計畫,,"88年8月1日 至 90年5月31日","40,000 仟元","6,680 仟元","33,320 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=471
outputs/472.json,遠流出版事業股份有限公司,整合性數位出版管理平台計畫,,"88年10月1日 至 90年3月31日","40,515 仟元","7,000 仟元","33,515 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=472
outputs/473.json,和信超媒體股份有限公司,21世紀國際性寬頻網路生活應用平台,,"88年10月1日 至 90年9月30日","86,400 仟元","14,734 仟元","71,666 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=473
outputs/474.json,東森媒體科技股份有限公司,21世紀互動式雙向多媒體寬頻網路高速資訊系統,,"88年10月1日 至 89年12月31日","49,877 仟元","9,011 仟元","40,866 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=474
outputs/475.json,匯豐汽車股份有限公司,"匯豐汽車eMentor System－業代的「良師益友」(規劃案)",,"91年1月1日 至 91年3月31日","6,613 仟元","1,500 仟元","5,113 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=475
outputs/476.json,台灣國際商業機器股份有限公司,採購體系電子化專案,,"88年9月9日 至 90年3月31日","273,177 仟元","96,609 仟元","176,568 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=476
outputs/477.json,康柏電腦股份有限公司,康柏電腦e商網,,"88年12月1日 至 90年9月30日","308,718 仟元","123,704 仟元","185,014 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=477
