json,主導企業名稱,計劃名稱,企業網址,計畫起訖時間,計畫總經費,計畫補助款,計畫自籌款,link
outputs/654.json,致茂電子股份有限公司,製程測試解決方案協同設計e計劃,,"96年7月1日 至 98年6月30日","28,000 仟元","12,300 仟元","15,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=654
outputs/655.json,宇瞻科技股份有限公司,宇瞻全球運籌價值提升A+計畫,,"96年9月1日 至 98年8月31日","44,500 仟元","16,000 仟元","28,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=655
outputs/656.json,安源通訊股份有限公司,行動支付推動計畫,,"96年4月1日 至 96年9月30日","2,200 仟元","1,000 仟元","1,200 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=656
outputs/657.json,華東科技股份有限公司,程序型機台模擬操作系統發展計畫,,"96年5月1日 至 98年4月30日","36,000 仟元","14,000 仟元","22,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=657
outputs/658.json,碩網資訊股份有限公司,跨校園行動小額付款共通平台創新應用研發計畫(第一期),,"96年4月1日 至 96年9月30日","6,400 仟元","2,700 仟元","3,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=658
outputs/659.json,年代網際事業股份有限公司,M年代-創新支付計畫,,"96年4月1日 至 96年9月30日","9,650 仟元","4,000 仟元","5,650 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=659
outputs/660.json,恩門科技股份有限公司,"SIMCash 行動支付應用管理系統",,"96年4月1日 至 96年9月30日","14,100 仟元","6,300 仟元","7,800 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=660
outputs/661.json,企碁科技股份有限公司,以IC卡憑證為基礎的手機線上行動支付計畫,,"96年4月1日 至 96年9月30日","10,000 仟元","4,500 仟元","5,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=661
outputs/662.json,冠霆電信科技股份有限公司,"Toll Free Simple Control",,"96年4月1日 至 96年9月30日","2,200 仟元","1,000 仟元","1,200 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=662
outputs/663.json,宇通光電通信股份有限公司,行動付款創新應用計畫,,"96年4月1日 至 96年9月30日","15,785 仟元","6,300 仟元","9,485 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=663
outputs/664.json,臺灣網路認證股份有限公司,「電子憑證式金融服務」行動化推廣計畫,,"96年4月1日 至 96年9月30日","5,600 仟元","2,500 仟元","3,100 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=664
outputs/665.json,中美企業股份有限公司,數位飯店及虛擬管家建置計畫,,"96年5月1日 至 98年4月30日","60,000 仟元","24,000 仟元","36,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=665
outputs/666.json,正文科技股份有限公司,正文WiMAX創新技術合作網絡計畫,,"96年11月1日 至 98年10月31日","44,000 仟元","15,500 仟元","28,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=666
outputs/667.json,數碼網路科技股份有限公司,"Mobile EZrun 行動支付系統研發暨推廣計畫",,"96年4月1日 至 96年9月30日","3,100 仟元","1,400 仟元","1,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=667
outputs/668.json,海灣國際股份有限公司,科技化文件託管服務系統,,"96年7月1日 至 96年12月31日","6,500 仟元","2,900 仟元","3,600 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=668
outputs/669.json,金揚資訊科技股份有限公司,二維條碼行動付款服務,http://www.quickmark.com.tw,"96年9月1日 至 97年2月29日","5,800 仟元","2,200 仟元","3,600 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=669
outputs/670.json,微程式資訊股份有限公司,RFID智慧型護送系統,http://www.program.com.tw,"97年1月1日 至 98年6月30日","18,000 仟元","7,100 仟元","10,900 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=670
outputs/671.json,德鴻科技股份有限公司,客服中心人資優化系統軟體開發計畫,http://www.dtsc.com.tw,"97年1月1日 至 98年12月31日","33,750 仟元","13,500 仟元","20,250 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=671
outputs/672.json,東捷氣體產業共通應用系統開發計畫,東捷資訊服務股份有限公司,http://www.itts.com.tw,"96年9月1日 至 98年2月28日","30,000 仟元","10,600 仟元","19,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=672
outputs/673.json,鼎緒科技股份有限公司,新世代網路創新應用服務計畫,http://www.distich.com,"97年1月1日 至 97年6月30日","3,100 仟元","1,400 仟元","1,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=673
outputs/674.json,成霖企業股份有限公司,成霖集團全球通路運籌及創新加值服務計畫,http://www.globeunion.com/,"97年1月1日 至 98年12月31日","47,000 仟元","18,000 仟元","29,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=674
outputs/675.json,一零四資訊科技股份有限公司,業務人才評價互動網-平台建置計畫,http://www.104.com.tw,"97年1月1日 至 97年6月30日","7,000 仟元","2,100 仟元","4,900 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=675
outputs/676.json,汎宇電商股份有限公司,"CSHELF WEB 2.0讀者社群計畫",http://www.universalec.com,"97年1月1日 至 97年6月30日","6,200 仟元","2,800 仟元","3,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=676
outputs/677.json,戲子遊戲工作室科技股份有限公司,互動式個人媒體社群分享網站--Roomi,,"97年1月1日 至 97年6月30日","2,200 仟元","1,000 仟元","1,200 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=677
outputs/679.json,台灣走走網股份有限公司,台灣走走網Web2.0旅遊服務知識平台,http://www.taiwangogo.com.tw,"97年1月1日 至 97年6月30日","1,500 仟元","670 仟元","830 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=679
outputs/680.json,雄獅旅行社股份有限公司,台灣之光旅遊體驗網,http://www.liontravel.com,"97年1月1日 至 97年6月30日","6,200 仟元","2,800 仟元","3,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=680
outputs/681.json,碩網資訊股份有限公司,維基百科內容加值服務研究與開發,http://www.intumit.com,"97年1月1日 至 97年6月30日","2,200 仟元","1,000 仟元","1,200 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=681
outputs/682.json,凌網科技股份有限公司,"Where 2.0-共通定位服務平台及應用服務",http://www.hyweb.com.tw,"97年1月1日 至 97年6月30日","6,200 仟元","2,800 仟元","3,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=682
outputs/683.json,曜發科技股份有限公司,地產大亨互動地圖式社群平台,http://www.efatek.com,"97年1月1日 至 97年6月30日","3,100 仟元","1,400 仟元","1,700 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=683
outputs/684.json,波麗斯科技股份有限公司,跨類別之協同式物品分享平台建置計畫,http://blog.ppolis.com,"97年1月1日 至 97年6月30日","1,820 仟元","910 仟元","910 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=684
outputs/685.json,寶石星球股份有限公司,新世代網路手機數位內容網路行銷計畫,http://www.gemmyplanet.com,"97年1月1日 至 97年6月30日","1,550 仟元","700 仟元","850 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=685
outputs/686.json,悠活渡假事業股份有限公司,樂活長住U化服務系統建置計畫,http://www.yoho.com.tw,"97年1月1日 至 98年12月31日","57,500 仟元","23,000 仟元","34,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=686
outputs/900.json,中華電視股份有限公司,DVB-H行動電視創新服務科專計畫,http://www.cts.com.tw,"96年7月1日 至 98年6月30日","71,350 仟元","25,060 仟元","46,290 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=900
outputs/901.json,全國意向顧問股份有限公司,複數資料庫映射技術整合暨消費行為模擬系統建置計畫,http://www.trendgo.com.tw,"96年1月1日 至 98年12月31日","33,310 仟元","11,850 仟元","21,460 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=901
outputs/902.json,佳生企業股份有限公司,整合型臨床試驗運作管理中心建構計畫,http://www.protechlab.com.tw,"96年4月1日 至 98年9月30日","80,000 仟元","26,500 仟元","53,500 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=902
outputs/903.json,和平整合資訊股份有限公司,災害現場WiMAX通訊指揮系統計畫,http://www.peace.com.tw,"97年1月1日 至 98年9月30日","45,000 仟元","18,000 仟元","27,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=903
outputs/905.json,研華股份有限公司,建立使用者導向創新協同研發設計機制計畫,http://www.advantech.tw,"96年9月1日 至 98年8月31日","33,000 仟元","10,320 仟元","22,680 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=905
outputs/906.json,慈聯企業股份有限公司,銀髮族行動化數位資訊健康照護服務系統計畫,,"96年4月1日 至 98年3月31日","49,670 仟元","14,925 仟元","34,745 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=906
outputs/907.json,國興資訊股份有限公司,數位互動電視於有線電視業之創新服務應用計畫,http://www.ksi.com.tw/,"96年6月1日 至 96年12月31日","11,120 仟元","3,800 仟元","7,320 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=907
outputs/908.json,阿瘦實業股份有限公司,鞋品e學專家服務系統先期研究計畫,http://www.aso.com.tw,"96年7月1日 至 96年9月30日","2,800 仟元","1,780 仟元","1,020 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=908
outputs/909.json,智邦科技股份有限公司,藝術媒合交易市集開發計畫,http://www.accton.com.tw/,"96年7月1日 至 98年6月30日","30,000 仟元","10,550 仟元","19,450 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=909
outputs/910.json,首機網路股份有限公司,"Sogi 2.0多產品頻道發展與推廣","http://www.sogi.com.tw ","97年1月1日 至 97年6月30日","2,000 仟元","900 仟元","1,100 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=910
outputs/913.json,連穎科技股份有限公司,全方位智權運用平台計畫,http://www.learningtech.com.tw/,"96年9月1日 至 97年8月31日","25,000 仟元","9,000 仟元","16,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=913
outputs/931.json,中興保全股份有限公司,優化生活、幸福連線─健康照護服務建置計畫,"http://www.secom.com.tw ","96年1月1日 至 97年12月31日","74,000 仟元","30,000 仟元","44,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=931
outputs/932.json,財團法人天主教耕莘醫院,全方位老人生活健康照護網計畫,http://www.cth.org.tw,"96年2月1日 至 97年7月31日","56,000 仟元","20,730 仟元","35,270 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=932
outputs/933.json,敏盛醫控股份有限公司,去機構化之高齡者照護服務平台計畫,http://www.e-ms.com.tw,"96年1月1日 至 97年12月31日","92,300 仟元","30,000 仟元","62,300 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=933
outputs/934.json,遠傳電信股份有限公司,遠距健康照護示範服務先期規劃,http://www.fareastone.com.tw,"96年2月1日 至 96年7月31日","5,000 仟元","1,900 仟元","3,100 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=934
outputs/935.json,財團法人長庚紀念醫院,銀髮族優質照護服務創新計畫,,"95年11月1日 至 97年10月31日","31,780 仟元","11,745 仟元","20,035 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=935
outputs/941.json,浩漢產品設計股份有限公司,設計服務業的知識管理應用平台研發計畫,,"91年1月1日 至 92年6月30日","43,190 仟元","14,000 仟元","29,190 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=941
outputs/942.json,宏遠育成科技股份有限公司,運用知識服務系統培育創新技術產業,,"91年4月1日 至 93年3月31日","38,600 仟元","14,400 仟元","24,200 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=942
outputs/943.json,綠色四季生物技術股份有限公司,新藥研發短中長期毒理試驗、毒性病理及血液生化知識庫開發計畫,,"91年6月1日 至 94年5月31日","64,980 仟元","13,900 仟元","51,080 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=943
outputs/944.json,安侯企業管理股份有限公司,技術商業化整合性支援服務計畫,,"91年6月1日 至 93年5月31日","34,500 仟元","9,500 仟元","25,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=944
outputs/945.json,佳生科技顧問股份有限公司,藥物臨床核心實驗室之研發服務系統開發計畫,,"91年8月1日 至 93年7月31日","134,230 仟元","27,700 仟元","106,530 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=945
outputs/946.json,創意電子股份有限公司,矽智財匯集服務建置計畫,,"91年9月1日 至 92年8月31日","75,296 仟元","20,000 仟元","55,296 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=946
outputs/947.json,智原科技股份有限公司,"SIP Mall建設與SIP匯集計畫",,"92年1月1日 至 92年12月31日","114,240 仟元","28,000 仟元","86,240 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=947
outputs/948.json,源捷科技股份有限公司,"IC 設計整合平台之發展計畫書",,"92年1月1日 至 92年12月31日","50,000 仟元","15,000 仟元","35,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=948
outputs/949.json,虎門科技股份有限公司,工業產品之技術研發及顧問服務,,"91年10月1日 至 93年9月30日","42,020 仟元","13,000 仟元","29,020 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=949
outputs/950.json,台灣安捷倫科技股份有限公司,整合平台服務計畫,,"92年4月1日 至 93年9月30日","52,477 仟元","20,000 仟元","32,477 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=950
outputs/951.json,台灣積體電路製造股份有限公司,"90 nm及130 nm世代晶片系統設計服務平台發展計畫",,"92年11月1日 至 94年6月30日","132,600 仟元","49,000 仟元","83,600 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=951
outputs/952.json,全面顧問股份有限公司,建立全球性生技製藥產業研發階段所需之臨床試驗執行平台計畫,,"92年4月1日 至 94年3月31日","28,582 仟元","7,700 仟元","20,882 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=952
outputs/953.json,華肝基因股份有限公司,基因抗體服務的技術平台開發計畫,http://www.Ah-gene.com.tw,"92年8月1日 至 94年7月31日","24,620 仟元","8,600 仟元","16,020 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=953
outputs/954.json,永昕生物醫藥股份有限公司,"生物藥 cGMP 委託開發服務中心 (CMO) 之建立",http://www.mycenax.com.tw,"92年10月1日 至 94年9月30日","53,200 仟元","17,000 仟元","36,200 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=954
outputs/955.json,進階生物科技股份有限公司,基因轉殖鼠與胚胎幹細胞科技開發計畫,http://www.level.com.tw,"92年9月1日 至 94年8月31日","34,100 仟元","12,000 仟元","22,100 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=955
outputs/956.json,台灣電視事業股份有限公司,數位影音內容交易市集開發計畫,http://www.ttv.com.tw,"93年1月1日 至 94年6月30日","47,160 仟元","14,280 仟元","32,880 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=956
outputs/957.json,亞太智財科技服務股份有限公司,企業端互動式智財管理平台計畫,http://www.atips.com.,"92年11月1日 至 94年4月30日","23,610 仟元","8,800 仟元","14,810 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=957
outputs/958.json,世訊科技股份有限公司,研發服務業的共享知識應用平台研發計畫-以產品創新設計與工程為導向,,"92年9月1日 至 94年8月31日","51,600 仟元","17,200 仟元","34,400 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=958
outputs/959.json,虹晶科技股份有限公司,整合評估機制的設計平台服務計畫,,"93年4月1日 至 94年9月30日","22,170 仟元","8,000 仟元","14,170 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=959
outputs/960.json,大榮汽車貨運股份有限公司,多溫共配營運系統開發與應用計畫,http://www.tjoin.com、http://www.taskco.com.tw、http://www.tde.com.tw,"93年12月1日 至 95年11月30日","92,480 仟元","29,870 仟元","62,610 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=960
outputs/961.json,智慧藏學習科技股份有限公司,圖文素材整合流通服務平台開發計畫,"http://www.wordpedia.com ","93年6月1日 至 95年5月31日","50,000 仟元","18,000 仟元","32,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=961
outputs/962.json,福特六和汽車股份有限公司,汽車材料管理應用平台研發計畫,"http://www.ford.com.tw ","93年7月1日 至 95年6月30日","50,000 仟元","15,000 仟元","35,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=962
outputs/963.json,富邦產物保險股份有限公司,高科技產業震害風險評估系統研發計畫,http://www.518fb.com,"93年10月1日 至 95年9月30日","12,500 仟元","4,500 仟元","8,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=963
outputs/964.json,艾爾科技股份有限公司,以語音分析技術為核心之線上華語學習平台計畫,http://www.myet.com,"94年7月1日 至 96年6月30日","11,000 仟元","4,270 仟元","6,730 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=964
outputs/965.json,捷安特股份有限公司,創新自行車網絡服務系統計畫,http://www.giant-bicycles.com,"94年7月1日 至 96年6月30日","32,200 仟元","9,530 仟元","22,670 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=965
outputs/966.json,工業技術研究院代表三陽工業等聯盟會員企業,新世代創意聯盟推動試辦計畫,"http://www.creativitylab.org.tw ","94年5月1日 至 95年4月30日","50,000 仟元","20,000 仟元","30,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=966
outputs/967.json,行毅科技股份有限公司,ＳＩＲ－Ｖ服務整合性計畫,http://www.sine.com.tw,"94年10月1日 至 96年9月30日","85,000 仟元","32,320 仟元","52,680 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=967
outputs/968.json,美德向邦股份有限公司,高等防護性紡織品技術研發環境與服務整合之建構計畫,http://www.medtecs.com,"94年8月1日 至 97年7月31日","267,980 仟元","47,715 仟元","220,265 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=968
outputs/969.json,台灣檢驗科技股份有限公司,WCDMA功能測項驗證及測試服務,http://www.tw.sgs.com,"95年4月1日 至 97年3月31日","54,740 仟元","15,000 仟元","39,740 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=969
outputs/970.json,中華電信股份有限公司,行動悠遊Easy-Mo研發計畫,,"95年9月1日 至 96年11月30日","50,000 仟元","15,000 仟元","35,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=970
outputs/971.json,全面顧問股份有限公司,"以『SMO 產業及相關醫療機構』為知識經濟模式，建立亞太地區新藥臨床試驗服務產業平台",http://www.ttmc.com.tw,"95年9月1日 至 97年8月31日","49,800 仟元","18,900 仟元","30,900 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=971
outputs/972.json,祥碩興業股份有限公司,"汽車生活服優計畫(Car-life FOYU )",http://www.aat.com.tw,"95年12月1日 至 97年5月31日","45,000 仟元","16,170 仟元","28,830 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=972
outputs/973.json,智邦科技股份有限公司,藝術媒合交易市集開發計畫(先期規劃),http://www.accton.com,"97年2月19日 至 97年2月19日","4,080 仟元","1,560 仟元","2,520 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=973
outputs/974.json,工業技術研究院代表三陽工業等聯盟會員企業,新世代創意聯盟推動計畫,http://www.itri.org.tw,"95年12月1日 至 97年11月30日","50,000 仟元","20,000 仟元","30,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=974
outputs/976.json,社團法人雲林縣老人福利保護協會,無線生理監測系統運用於居家糖尿病及高血壓老人照護服務計畫,,"96年1月1日 至 97年12月31日","32,000 仟元","12,000 仟元","20,000 仟元",http://itas.tdp.org.tw/content/application/itas/plan_apply/guest-cnt-browse.php?cnt_id=976
